time_ms,takeoff,urm_is_reliable,air_gps_hour,air_gps_minute,air_gps_second,air_gps_centisecond,air_gps_latitude_deg,air_gps_longitude,air_gps_altitude_m,air_gps_groundspeed_ms,air_gps_heading_deg,filtered_bmp_altitude_m,filtered_urm_altitude_m,filtered_airspeed_ms,air_bmp_pressure_hPa,air_bmp_temperature_deg,air_bmp_altitude_m,air_sdp_differentialPressure_Pa,air_sdp_airspeed_ms,air_AoA_angle_deg,air_AoS_angle_deg,ics_angle,fslg_is_alive,fslg_bno_qw,fslg_bno_qx,fslg_bno_qy,fslg_bno_qz,fslg_bno_roll,fslg_bno_pitch,fslg_bno_yaw,fslg_lsm_roll,fslg_lsm_pitch,fslg_lsm_yaw,fslg_bmp_pressure_hPa,fslg_temperature_deg,fslg_bmp_altitude_m,fslg_bno_accx_mss,fslg_bno_accy_mss,fslg_bno_accz_mss,fslg_lsm_accx_mss,fslg_lsm_accy_mss,fslg_lsm_accz_mss,bno_cal_system,bno_cal_gyro,bno_cal_accel,bno_cal_mag,under_is_alive,under_bmp_pressure_hPa,under_bmp_temperature_deg,under_bmp_altitude_m,under_urm_altitude_m,under_tsd20_altitude_m
630,11.18611632,5.696060038,4.579737336,3.782363977,3.303939962,3.144465291,2.187617261,1.549718574,0.911819887,0.273921201,-0.363977486,-1.001876173,-1.639774859,-2.277673546,-2.785084428,-3.29249531,-3.799906191,-4.307317073,-4.814727955,-5.322138837,-5.829549719,-6.3369606,-6.844371482,-7.351782364,-7.859193246,-8.366604128,-8.874015009,-9.381425891,-9.888836773,-10.39624765,-10.90365854,-11.41106942,-11.9184803,-12.42589118,-12.93330206,-13.44071295,-13.94812383,-14.45553471,-14.96294559,-15.47035647,-15.97776735,-16.48517824,-16.99258912,-17.5,-18.00741088,-18.51482176,-19.02223265,-19.52964353,-20.03705441,-20.54446529,-21.05187617,-21.55928705
640,11.37814259,5.724202627,4.581613508,3.765478424,3.275797373,3.112570356,2.133208255,1.480300188,0.82739212,0.174484053,-0.478424015,-1.131332083,-1.78424015,-2.437148218,-2.955909944,-3.47467167,-3.993433396,-4.512195122,-5.030956848,-5.549718574,-6.0684803,-6.587242026,-7.106003752,-7.624765478,-8.143527205,-8.662288931,-9.181050657,-9.699812383,-10.21857411,-10.73733583,-11.25609756,-11.77485929,-12.29362101,-12.81238274,-13.33114447,-13.84990619,-14.36866792,-14.88742964,-15.40619137,-15.9249531,-16.44371482,-16.96247655,-17.48123827,-18,-18.51876173,-19.03752345,-19.55628518,-20.0750469,-20.59380863,-21.11257036,-21.63133208,-22.15009381
650,11.57016886,5.752345216,4.583489681,3.748592871,3.247654784,3.080675422,2.07879925,1.410881801,0.742964353,0.075046904,-0.592870544,-1.260787992,-1.928705441,-2.596622889,-3.12673546,-3.65684803,-4.1869606,-4.717073171,-5.247185741,-5.777298311,-6.307410882,-6.837523452,-7.367636023,-7.897748593,-8.427861163,-8.957973734,-9.488086304,-10.01819887,-10.54831144,-11.07842402,-11.60853659,-12.13864916,-12.66876173,-13.1988743,-13.72898687,-14.25909944,-14.78921201,-15.31932458,-15.84943715,-16.37954972,-16.90966229,-17.43977486,-17.96988743,-18.5,-19.03011257,-19.56022514,-20.09033771,-20.62045028,-21.15056285,-21.68067542,-22.21078799,-22.74090056
660,11.76219512,5.780487805,4.585365854,3.731707317,3.219512195,3.048780488,2.024390244,1.341463415,0.658536585,-0.024390244,-0.707317073,-1.390243902,-2.073170732,-2.756097561,-3.297560976,-3.83902439,-4.380487805,-4.92195122,-5.463414634,-6.004878049,-6.546341463,-7.087804878,-7.629268293,-8.170731707,-8.712195122,-9.253658537,-9.795121951,-10.33658537,-10.87804878,-11.4195122,-11.96097561,-12.50243902,-13.04390244,-13.58536585,-14.12682927,-14.66829268,-15.2097561,-15.75121951,-16.29268293,-16.83414634,-17.37560976,-17.91707317,-18.45853659,-19,-19.54146341,-20.08292683,-20.62439024,-21.16585366,-21.70731707,-22.24878049,-22.7902439,-23.33170732
670,11.95422139,5.808630394,4.587242026,3.714821764,3.191369606,3.016885553,1.969981238,1.272045028,0.574108818,-0.123827392,-0.821763602,-1.519699812,-2.217636023,-2.915572233,-3.468386492,-4.02120075,-4.574015009,-5.126829268,-5.679643527,-6.232457786,-6.785272045,-7.338086304,-7.890900563,-8.443714822,-8.996529081,-9.54934334,-10.1021576,-10.65497186,-11.20778612,-11.76060038,-12.31341463,-12.86622889,-13.41904315,-13.97185741,-14.52467167,-15.07748593,-15.63030019,-16.18311445,-16.73592871,-17.28874296,-17.84155722,-18.39437148,-18.94718574,-19.5,-20.05281426,-20.60562852,-21.15844278,-21.71125704,-22.26407129,-22.81688555,-23.36969981,-23.92251407
680,12.14624765,5.836772983,4.589118199,3.69793621,3.163227017,2.984990619,1.915572233,1.202626642,0.489681051,-0.22326454,-0.936210131,-1.649155722,-2.362101313,-3.075046904,-3.639212008,-4.203377111,-4.767542214,-5.331707317,-5.89587242,-6.460037523,-7.024202627,-7.58836773,-8.152532833,-8.716697936,-9.280863039,-9.845028143,-10.40919325,-10.97335835,-11.53752345,-12.10168856,-12.66585366,-13.23001876,-13.79418386,-14.35834897,-14.92251407,-15.48667917,-16.05084428,-16.61500938,-17.17917448,-17.74333959,-18.30750469,-18.87166979,-19.4358349,-20,-20.5641651,-21.12833021,-21.69249531,-22.25666041,-22.82082552,-23.38499062,-23.94915572,-24.51332083
690,12.33827392,5.864915572,4.590994371,3.681050657,3.135084428,2.953095685,1.861163227,1.133208255,0.405253283,-0.322701689,-1.05065666,-1.778611632,-2.506566604,-3.234521576,-3.810037523,-4.385553471,-4.961069418,-5.536585366,-6.112101313,-6.687617261,-7.263133208,-7.838649156,-8.414165103,-8.989681051,-9.565196998,-10.14071295,-10.71622889,-11.29174484,-11.86726079,-12.44277674,-13.01829268,-13.59380863,-14.16932458,-14.74484053,-15.32035647,-15.89587242,-16.47138837,-17.04690432,-17.62242026,-18.19793621,-18.77345216,-19.34896811,-19.92448405,-20.5,-21.07551595,-21.65103189,-22.22654784,-22.80206379,-23.37757974,-23.95309568,-24.52861163,-25.10412758
700,12.53030019,5.893058161,4.592870544,3.664165103,3.106941839,2.92120075,1.806754221,1.063789869,0.320825516,-0.422138837,-1.165103189,-1.908067542,-2.651031895,-3.393996248,-3.980863039,-4.567729831,-5.154596623,-5.741463415,-6.328330206,-6.915196998,-7.50206379,-8.088930582,-8.675797373,-9.262664165,-9.849530957,-10.43639775,-11.02326454,-11.61013133,-12.19699812,-12.78386492,-13.37073171,-13.9575985,-14.54446529,-15.13133208,-15.71819887,-16.30506567,-16.89193246,-17.47879925,-18.06566604,-18.65253283,-19.23939962,-19.82626642,-20.41313321,-21,-21.58686679,-22.17373358,-22.76060038,-23.34746717,-23.93433396,-24.52120075,-25.10806754,-25.69493433
710,12.72232645,5.92120075,4.594746717,3.64727955,3.07879925,2.889305816,1.752345216,0.994371482,0.236397749,-0.521575985,-1.279549719,-2.037523452,-2.795497186,-3.553470919,-4.151688555,-4.749906191,-5.348123827,-5.946341463,-6.544559099,-7.142776735,-7.740994371,-8.339212008,-8.937429644,-9.53564728,-10.13386492,-10.73208255,-11.33030019,-11.92851782,-12.52673546,-13.1249531,-13.72317073,-14.32138837,-14.919606,-15.51782364,-16.11604128,-16.71425891,-17.31247655,-17.91069418,-18.50891182,-19.10712946,-19.70534709,-20.30356473,-20.90178236,-21.5,-22.09821764,-22.69643527,-23.29465291,-23.89287054,-24.49108818,-25.08930582,-25.68752345,-26.28574109
720,12.91435272,5.94934334,4.596622889,3.630393996,3.05065666,2.857410882,1.69793621,0.924953096,0.151969981,-0.621013133,-1.393996248,-2.166979362,-2.939962477,-3.712945591,-4.322514071,-4.932082552,-5.541651032,-6.151219512,-6.760787992,-7.370356473,-7.979924953,-8.589493433,-9.199061914,-9.808630394,-10.41819887,-11.02776735,-11.63733583,-12.24690432,-12.8564728,-13.46604128,-14.07560976,-14.68517824,-15.29474672,-15.9043152,-16.51388368,-17.12345216,-17.73302064,-18.34258912,-18.9521576,-19.56172608,-20.17129456,-20.78086304,-21.39043152,-22,-22.60956848,-23.21913696,-23.82870544,-24.43827392,-25.0478424,-25.65741088,-26.26697936,-26.87654784
730,13.10637899,5.977485929,4.598499062,3.613508443,3.022514071,2.825515947,1.643527205,0.855534709,0.067542214,-0.720450281,-1.508442777,-2.296435272,-3.084427767,-3.872420263,-4.493339587,-5.114258912,-5.735178236,-6.356097561,-6.977016886,-7.59793621,-8.218855535,-8.839774859,-9.460694184,-10.08161351,-10.70253283,-11.32345216,-11.94437148,-12.56529081,-13.18621013,-13.80712946,-14.42804878,-15.04896811,-15.66988743,-16.29080675,-16.91172608,-17.5326454,-18.15356473,-18.77448405,-19.39540338,-20.0163227,-20.63724203,-21.25816135,-21.87908068,-22.5,-23.12091932,-23.74183865,-24.36275797,-24.9836773,-25.60459662,-26.22551595,-26.84643527,-27.4673546
740,13.29840525,6.005628518,4.600375235,3.596622889,2.994371482,2.793621013,1.589118199,0.786116323,-0.016885553,-0.81988743,-1.622889306,-2.425891182,-3.228893058,-4.031894934,-4.664165103,-5.296435272,-5.928705441,-6.56097561,-7.193245779,-7.825515947,-8.457786116,-9.090056285,-9.722326454,-10.35459662,-10.98686679,-11.61913696,-12.25140713,-12.8836773,-13.51594747,-14.14821764,-14.7804878,-15.41275797,-16.04502814,-16.67729831,-17.30956848,-17.94183865,-18.57410882,-19.20637899,-19.83864916,-20.47091932,-21.10318949,-21.73545966,-22.36772983,-23,-23.63227017,-24.26454034,-24.89681051,-25.52908068,-26.16135084,-26.79362101,-27.42589118,-28.05816135
750,13.49043152,6.033771107,4.602251407,3.579737336,2.966228893,2.761726079,1.534709193,0.716697936,-0.101313321,-0.919324578,-1.737335835,-2.555347092,-3.373358349,-4.191369606,-4.834990619,-5.478611632,-6.122232645,-6.765853659,-7.409474672,-8.053095685,-8.696716698,-9.340337711,-9.983958724,-10.62757974,-11.27120075,-11.91482176,-12.55844278,-13.20206379,-13.8456848,-14.48930582,-15.13292683,-15.77654784,-16.42016886,-17.06378987,-17.70741088,-18.35103189,-18.99465291,-19.63827392,-20.28189493,-20.92551595,-21.56913696,-22.21275797,-22.85637899,-23.5,-24.14362101,-24.78724203,-25.43086304,-26.07448405,-26.71810507,-27.36172608,-28.00534709,-28.64896811
760,13.68245779,6.061913696,4.60412758,3.562851782,2.938086304,2.729831144,1.480300188,0.64727955,-0.185741088,-1.018761726,-1.851782364,-2.684803002,-3.51782364,-4.350844278,-5.005816135,-5.660787992,-6.31575985,-6.970731707,-7.625703565,-8.280675422,-8.93564728,-9.590619137,-10.24559099,-10.90056285,-11.55553471,-12.21050657,-12.86547842,-13.52045028,-14.17542214,-14.830394,-15.48536585,-16.14033771,-16.79530957,-17.45028143,-18.10525328,-18.76022514,-19.415197,-20.07016886,-20.72514071,-21.38011257,-22.03508443,-22.69005629,-23.34502814,-24,-24.65497186,-25.30994371,-25.96491557,-26.61988743,-27.27485929,-27.92983114,-28.584803,-29.23977486
770,13.87448405,6.090056285,4.606003752,3.545966229,2.909943715,2.69793621,1.425891182,0.577861163,-0.270168856,-1.118198874,-1.966228893,-2.814258912,-3.662288931,-4.510318949,-5.176641651,-5.842964353,-6.509287054,-7.175609756,-7.841932458,-8.508255159,-9.174577861,-9.840900563,-10.50722326,-11.17354597,-11.83986867,-12.50619137,-13.17251407,-13.83883677,-14.50515947,-15.17148218,-15.83780488,-16.50412758,-17.17045028,-17.83677298,-18.50309568,-19.16941839,-19.83574109,-20.50206379,-21.16838649,-21.83470919,-22.50103189,-23.1673546,-23.8336773,-24.5,-25.1663227,-25.8326454,-26.49896811,-27.16529081,-27.83161351,-28.49793621,-29.16425891,-29.83058161
780,14.06651032,6.118198874,4.607879925,3.529080675,2.881801126,2.666041276,1.371482176,0.508442777,-0.354596623,-1.217636023,-2.080675422,-2.943714822,-3.806754221,-4.669793621,-5.347467167,-6.025140713,-6.702814259,-7.380487805,-8.058161351,-8.735834897,-9.413508443,-10.09118199,-10.76885553,-11.44652908,-12.12420263,-12.80187617,-13.47954972,-14.15722326,-14.83489681,-15.51257036,-16.1902439,-16.86791745,-17.54559099,-18.22326454,-18.90093809,-19.57861163,-20.25628518,-20.93395872,-21.61163227,-22.28930582,-22.96697936,-23.64465291,-24.32232645,-25,-25.67767355,-26.35534709,-27.03302064,-27.71069418,-28.38836773,-29.06604128,-29.74371482,-30.42138837
790,14.25853659,6.146341463,4.609756098,3.512195122,2.853658537,2.634146341,1.317073171,0.43902439,-0.43902439,-1.317073171,-2.195121951,-3.073170732,-3.951219512,-4.829268293,-5.518292683,-6.207317073,-6.896341463,-7.585365854,-8.274390244,-8.963414634,-9.652439024,-10.34146341,-11.0304878,-11.7195122,-12.40853659,-13.09756098,-13.78658537,-14.47560976,-15.16463415,-15.85365854,-16.54268293,-17.23170732,-17.92073171,-18.6097561,-19.29878049,-19.98780488,-20.67682927,-21.36585366,-22.05487805,-22.74390244,-23.43292683,-24.12195122,-24.81097561,-25.5,-26.18902439,-26.87804878,-27.56707317,-28.25609756,-28.94512195,-29.63414634,-30.32317073,-31.01219512
800,14.45056285,6.174484053,4.61163227,3.495309568,2.825515947,2.602251407,1.262664165,0.369606004,-0.523452158,-1.416510319,-2.30956848,-3.202626642,-4.095684803,-4.988742964,-5.689118199,-6.389493433,-7.089868668,-7.790243902,-8.490619137,-9.190994371,-9.891369606,-10.59174484,-11.29212008,-11.99249531,-12.69287054,-13.39324578,-14.09362101,-14.79399625,-15.49437148,-16.19474672,-16.89512195,-17.59549719,-18.29587242,-18.99624765,-19.69662289,-20.39699812,-21.09737336,-21.79774859,-22.49812383,-23.19849906,-23.8988743,-24.59924953,-25.29962477,-26,-26.70037523,-27.40075047,-28.1011257,-28.80150094,-29.50187617,-30.20225141,-30.90262664,-31.60300188
810,14.64258912,6.202626642,4.613508443,3.478424015,2.797373358,2.570356473,1.208255159,0.300187617,-0.607879925,-1.515947467,-2.424015009,-3.332082552,-4.240150094,-5.148217636,-5.859943715,-6.571669794,-7.283395872,-7.995121951,-8.70684803,-9.418574109,-10.13030019,-10.84202627,-11.55375235,-12.26547842,-12.9772045,-13.68893058,-14.40065666,-15.11238274,-15.82410882,-16.5358349,-17.24756098,-17.95928705,-18.67101313,-19.38273921,-20.09446529,-20.80619137,-21.51791745,-22.22964353,-22.94136961,-23.65309568,-24.36482176,-25.07654784,-25.78827392,-26.5,-27.21172608,-27.92345216,-28.63517824,-29.34690432,-30.05863039,-30.77035647,-31.48208255,-32.19380863
820,14.83461538,6.230769231,4.615384615,3.461538462,2.769230769,2.538461538,1.153846154,0.230769231,-0.692307692,-1.615384615,-2.538461538,-3.461538462,-4.384615385,-5.307692308,-6.030769231,-6.753846154,-7.476923077,-8.2,-8.923076923,-9.646153846,-10.36923077,-11.09230769,-11.81538462,-12.53846154,-13.26153846,-13.98461538,-14.70769231,-15.43076923,-16.15384615,-16.87692308,-17.6,-18.32307692,-19.04615385,-19.76923077,-20.49230769,-21.21538462,-21.93846154,-22.66153846,-23.38461538,-24.10769231,-24.83076923,-25.55384615,-26.27692308,-27,-27.72307692,-28.44615385,-29.16923077,-29.89230769,-30.61538462,-31.33846154,-32.06153846,-32.78461538
830,15.02664165,6.25891182,4.617260788,3.444652908,2.74108818,2.506566604,1.099437148,0.161350844,-0.77673546,-1.714821764,-2.652908068,-3.590994371,-4.529080675,-5.467166979,-6.201594747,-6.936022514,-7.670450281,-8.404878049,-9.139305816,-9.873733583,-10.60816135,-11.34258912,-12.07701689,-12.81144465,-13.54587242,-14.28030019,-15.01472795,-15.74915572,-16.48358349,-17.21801126,-17.95243902,-18.68686679,-19.42129456,-20.15572233,-20.89015009,-21.62457786,-22.35900563,-23.0934334,-23.82786116,-24.56228893,-25.2967167,-26.03114447,-26.76557223,-27.5,-28.23442777,-28.96885553,-29.7032833,-30.43771107,-31.17213884,-31.9065666,-32.64099437,-33.37542214
840,15.21866792,6.287054409,4.619136961,3.427767355,2.712945591,2.47467167,1.045028143,0.091932458,-0.861163227,-1.814258912,-2.767354597,-3.720450281,-4.673545966,-5.626641651,-6.372420263,-7.118198874,-7.863977486,-8.609756098,-9.355534709,-10.10131332,-10.84709193,-11.59287054,-12.33864916,-13.08442777,-13.83020638,-14.57598499,-15.3217636,-16.06754221,-16.81332083,-17.55909944,-18.30487805,-19.05065666,-19.79643527,-20.54221388,-21.2879925,-22.03377111,-22.77954972,-23.52532833,-24.27110694,-25.01688555,-25.76266417,-26.50844278,-27.25422139,-28,-28.74577861,-29.49155722,-30.23733583,-30.98311445,-31.72889306,-32.47467167,-33.22045028,-33.96622889
850,15.41069418,6.315196998,4.621013133,3.410881801,2.684803002,2.442776735,0.990619137,0.022514071,-0.945590994,-1.91369606,-2.881801126,-3.849906191,-4.818011257,-5.786116323,-6.543245779,-7.300375235,-8.05750469,-8.814634146,-9.571763602,-10.32889306,-11.08602251,-11.84315197,-12.60028143,-13.35741088,-14.11454034,-14.87166979,-15.62879925,-16.38592871,-17.14305816,-17.90018762,-18.65731707,-19.41444653,-20.17157598,-20.92870544,-21.6858349,-22.44296435,-23.20009381,-23.95722326,-24.71435272,-25.47148218,-26.22861163,-26.98574109,-27.74287054,-28.5,-29.25712946,-30.01425891,-30.77138837,-31.52851782,-32.28564728,-33.04277674,-33.79990619,-34.55703565
860,15.60272045,6.343339587,4.622889306,3.393996248,2.656660413,2.410881801,0.936210131,-0.046904315,-1.030018762,-2.013133208,-2.996247655,-3.979362101,-4.962476548,-5.945590994,-6.714071295,-7.482551595,-8.251031895,-9.019512195,-9.787992495,-10.5564728,-11.3249531,-12.0934334,-12.8619137,-13.630394,-14.3988743,-15.1673546,-15.9358349,-16.7043152,-17.4727955,-18.2412758,-19.0097561,-19.7782364,-20.5467167,-21.315197,-22.0836773,-22.8521576,-23.6206379,-24.3891182,-25.1575985,-25.9260788,-26.6945591,-27.4630394,-28.2315197,-29,-29.7684803,-30.5369606,-31.3054409,-32.0739212,-32.8424015,-33.6108818,-34.3793621,-35.1478424
870,15.79474672,6.371482176,4.624765478,3.377110694,2.628517824,2.378986867,0.881801126,-0.116322702,-1.114446529,-2.112570356,-3.110694184,-4.108818011,-5.106941839,-6.105065666,-6.884896811,-7.664727955,-8.444559099,-9.224390244,-10.00422139,-10.78405253,-11.56388368,-12.34371482,-13.12354597,-13.90337711,-14.68320826,-15.4630394,-16.24287054,-17.02270169,-17.80253283,-18.58236398,-19.36219512,-20.14202627,-20.92185741,-21.70168856,-22.4815197,-23.26135084,-24.04118199,-24.82101313,-25.60084428,-26.38067542,-27.16050657,-27.94033771,-28.72016886,-29.5,-30.27983114,-31.05966229,-31.83949343,-32.61932458,-33.39915572,-34.17898687,-34.95881801,-35.73864916
880,15.98677298,6.399624765,4.626641651,3.360225141,2.600375235,2.347091932,0.82739212,-0.185741088,-1.198874296,-2.212007505,-3.225140713,-4.238273921,-5.251407129,-6.264540338,-7.055722326,-7.846904315,-8.638086304,-9.429268293,-10.22045028,-11.01163227,-11.80281426,-12.59399625,-13.38517824,-14.17636023,-14.96754221,-15.7587242,-16.54990619,-17.34108818,-18.13227017,-18.92345216,-19.71463415,-20.50581614,-21.29699812,-22.08818011,-22.8793621,-23.67054409,-24.46172608,-25.25290807,-26.04409006,-26.83527205,-27.62645403,-28.41763602,-29.20881801,-30,-30.79118199,-31.58236398,-32.37354597,-33.16472795,-33.95590994,-34.74709193,-35.53827392,-36.32945591
890,16.17879925,6.427767355,4.628517824,3.343339587,2.572232645,2.315196998,0.772983114,-0.255159475,-1.283302064,-2.311444653,-3.339587242,-4.367729831,-5.39587242,-6.424015009,-7.226547842,-8.029080675,-8.831613508,-9.634146341,-10.43667917,-11.23921201,-12.04174484,-12.84427767,-13.64681051,-14.44934334,-15.25187617,-16.05440901,-16.85694184,-17.65947467,-18.4620075,-19.26454034,-20.06707317,-20.869606,-21.67213884,-22.47467167,-23.2772045,-24.07973734,-24.88227017,-25.684803,-26.48733583,-27.28986867,-28.0924015,-28.89493433,-29.69746717,-30.5,-31.30253283,-32.10506567,-32.9075985,-33.71013133,-34.51266417,-35.315197,-36.11772983,-36.92026266
900,16.37082552,6.455909944,4.630393996,3.326454034,2.544090056,2.283302064,0.718574109,-0.324577861,-1.367729831,-2.410881801,-3.454033771,-4.497185741,-5.540337711,-6.583489681,-7.397373358,-8.211257036,-9.025140713,-9.83902439,-10.65290807,-11.46679174,-12.28067542,-13.0945591,-13.90844278,-14.72232645,-15.53621013,-16.35009381,-17.16397749,-17.97786116,-18.79174484,-19.60562852,-20.4195122,-21.23339587,-22.04727955,-22.86116323,-23.6750469,-24.48893058,-25.30281426,-26.11669794,-26.93058161,-27.74446529,-28.55834897,-29.37223265,-30.18611632,-31,-31.81388368,-32.62776735,-33.44165103,-34.25553471,-35.06941839,-35.88330206,-36.69718574,-37.51106942
910,16.56285178,6.484052533,4.632270169,3.30956848,2.515947467,2.251407129,0.664165103,-0.393996248,-1.452157598,-2.510318949,-3.5684803,-4.626641651,-5.684803002,-6.742964353,-7.568198874,-8.393433396,-9.218667917,-10.04390244,-10.86913696,-11.69437148,-12.519606,-13.34484053,-14.17007505,-14.99530957,-15.82054409,-16.64577861,-17.47101313,-18.29624765,-19.12148218,-19.9467167,-20.77195122,-21.59718574,-22.42242026,-23.24765478,-24.07288931,-24.89812383,-25.72335835,-26.54859287,-27.37382739,-28.19906191,-29.02429644,-29.84953096,-30.67476548,-31.5,-32.32523452,-33.15046904,-33.97570356,-34.80093809,-35.62617261,-36.45140713,-37.27664165,-38.10187617
920,16.75487805,6.512195122,4.634146341,3.292682927,2.487804878,2.219512195,0.609756098,-0.463414634,-1.536585366,-2.609756098,-3.682926829,-4.756097561,-5.829268293,-6.902439024,-7.73902439,-8.575609756,-9.412195122,-10.24878049,-11.08536585,-11.92195122,-12.75853659,-13.59512195,-14.43170732,-15.26829268,-16.10487805,-16.94146341,-17.77804878,-18.61463415,-19.45121951,-20.28780488,-21.12439024,-21.96097561,-22.79756098,-23.63414634,-24.47073171,-25.30731707,-26.14390244,-26.9804878,-27.81707317,-28.65365854,-29.4902439,-30.32682927,-31.16341463,-32,-32.83658537,-33.67317073,-34.5097561,-35.34634146,-36.18292683,-37.0195122,-37.85609756,-38.69268293
930,16.94690432,6.540337711,4.636022514,3.275797373,2.459662289,2.187617261,0.555347092,-0.532833021,-1.621013133,-2.709193246,-3.797373358,-4.885553471,-5.973733583,-7.061913696,-7.909849906,-8.757786116,-9.605722326,-10.45365854,-11.30159475,-12.14953096,-12.99746717,-13.84540338,-14.69333959,-15.5412758,-16.38921201,-17.23714822,-18.08508443,-18.93302064,-19.78095685,-20.62889306,-21.47682927,-22.32476548,-23.17270169,-24.0206379,-24.86857411,-25.71651032,-26.56444653,-27.41238274,-28.26031895,-29.10825516,-29.95619137,-30.80412758,-31.65206379,-32.5,-33.34793621,-34.19587242,-35.04380863,-35.89174484,-36.73968105,-37.58761726,-38.43555347,-39.28348968
940,17.13893058,6.5684803,4.637898687,3.25891182,2.4315197,2.155722326,0.500938086,-0.602251407,-1.705440901,-2.808630394,-3.911819887,-5.015009381,-6.118198874,-7.221388368,-8.080675422,-8.939962477,-9.799249531,-10.65853659,-11.51782364,-12.37711069,-13.23639775,-14.0956848,-14.95497186,-15.81425891,-16.67354597,-17.53283302,-18.39212008,-19.25140713,-20.11069418,-20.96998124,-21.82926829,-22.68855535,-23.5478424,-24.40712946,-25.26641651,-26.12570356,-26.98499062,-27.84427767,-28.70356473,-29.56285178,-30.42213884,-31.28142589,-32.14071295,-33,-33.85928705,-34.71857411,-35.57786116,-36.43714822,-37.29643527,-38.15572233,-39.01500938,-39.87429644
950,17.33095685,6.596622889,4.639774859,3.242026266,2.403377111,2.123827392,0.446529081,-0.671669794,-1.789868668,-2.908067542,-4.026266417,-5.144465291,-6.262664165,-7.380863039,-8.251500938,-9.122138837,-9.992776735,-10.86341463,-11.73405253,-12.60469043,-13.47532833,-14.34596623,-15.21660413,-16.08724203,-16.95787992,-17.82851782,-18.69915572,-19.56979362,-20.44043152,-21.31106942,-22.18170732,-23.05234522,-23.92298311,-24.79362101,-25.66425891,-26.53489681,-27.40553471,-28.27617261,-29.14681051,-30.01744841,-30.8880863,-31.7587242,-32.6293621,-33.5,-34.3706379,-35.2412758,-36.1119137,-36.98255159,-37.85318949,-38.72382739,-39.59446529,-40.46510319
960,17.52298311,6.624765478,4.641651032,3.225140713,2.375234522,2.091932458,0.392120075,-0.74108818,-1.874296435,-3.00750469,-4.140712946,-5.273921201,-6.407129456,-7.540337711,-8.422326454,-9.304315197,-10.18630394,-11.06829268,-11.95028143,-12.83227017,-13.71425891,-14.59624765,-15.4782364,-16.36022514,-17.24221388,-18.12420263,-19.00619137,-19.88818011,-20.77016886,-21.6521576,-22.53414634,-23.41613508,-24.29812383,-25.18011257,-26.06210131,-26.94409006,-27.8260788,-28.70806754,-29.59005629,-30.47204503,-31.35403377,-32.23602251,-33.11801126,-34,-34.88198874,-35.76397749,-36.64596623,-37.52795497,-38.40994371,-39.29193246,-40.1739212,-41.05590994
970,17.71500938,6.652908068,4.643527205,3.208255159,2.347091932,2.060037523,0.337711069,-0.810506567,-1.958724203,-3.106941839,-4.255159475,-5.403377111,-6.551594747,-7.699812383,-8.59315197,-9.486491557,-10.37983114,-11.27317073,-12.16651032,-13.05984991,-13.95318949,-14.84652908,-15.73986867,-16.63320826,-17.52654784,-18.41988743,-19.31322702,-20.2065666,-21.09990619,-21.99324578,-22.88658537,-23.77992495,-24.67326454,-25.56660413,-26.45994371,-27.3532833,-28.24662289,-29.13996248,-30.03330206,-30.92664165,-31.81998124,-32.71332083,-33.60666041,-34.5,-35.39333959,-36.28667917,-37.18001876,-38.07335835,-38.96669794,-39.86003752,-40.75337711,-41.6467167
980,17.90703565,6.681050657,4.645403377,3.191369606,2.318949343,2.028142589,0.283302064,-0.879924953,-2.04315197,-3.206378987,-4.369606004,-5.532833021,-6.696060038,-7.859287054,-8.763977486,-9.668667917,-10.57335835,-11.47804878,-12.38273921,-13.28742964,-14.19212008,-15.09681051,-16.00150094,-16.90619137,-17.8108818,-18.71557223,-19.62026266,-20.5249531,-21.42964353,-22.33433396,-23.23902439,-24.14371482,-25.04840525,-25.95309568,-26.85778612,-27.76247655,-28.66716698,-29.57185741,-30.47654784,-31.38123827,-32.28592871,-33.19061914,-34.09530957,-35,-35.90469043,-36.80938086,-37.71407129,-38.61876173,-39.52345216,-40.42814259,-41.33283302,-42.23752345
